,Name,Price,Link,Rating,Total Reviews,Description
20,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",https://www.flipkart.com/lenovo-ideapad-5-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-14are05-thin-light-laptop/p/itm74bdb1c4b2516?pid=COMFXVAS6FYXYMHW&lid=LSTCOMFXVAS6FYXYMHWII0UO7&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_1_21&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=1a9f0313-4a34-47d8-ab64-b64ab9dd9b00.COMFXVAS6FYXYMHW.SEARCH&ppt=None&ppn=None&ssid=vwn3i5zl5s0000001620281264699&qH=45f6477cda3fea9f,4.5,81 Ratings & 16 Reviews,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
21,Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,"₹43,990",https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-14iil05-2-1-laptop/p/itmd07fbd631d8af?pid=COMFVECHWGFMXHFZ&lid=LSTCOMFVECHWGFMXHFZJBPLSW&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_1_22&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=1a9f0313-4a34-47d8-ab64-b64ab9dd9b00.COMFVECHWGFMXHFZ.SEARCH&ppt=None&ppn=None&ssid=vwn3i5zl5s0000001620281264699&qH=45f6477cda3fea9f,4.4,370 Ratings & 29 Reviews,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
22,Lenovo Thinkpad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,"₹40,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itmce1ae70cbc767?pid=COMFRH6ZHFZ2FM4E&lid=LSTCOMFRH6ZHFZ2FM4EFPJ53N&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_1_23&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=1a9f0313-4a34-47d8-ab64-b64ab9dd9b00.COMFRH6ZHFZ2FM4E.SEARCH&ppt=None&ppn=None&ssid=vwn3i5zl5s0000001620281264699&qH=45f6477cda3fea9f,4.5,98 Ratings & 12 Reviews,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
23,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹36,990",https://www.flipkart.com/lenovo-ideapad-s145-ryzen-5-quad-core-3500u-4-gb-1-tb-hdd-windows-10-home-s145-15api-laptop/p/itm48ce1baec7934?pid=COMFS9YW2SHFMJ3X&lid=LSTCOMFS9YW2SHFMJ3XTZ03EP&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_1_24&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=en_XlXmCOBgAwdWhPaamUGsmawr%2BTt%2Blz1d%2FK8D2hnbFyaJiSrHGPWghUadupUORhHw%2F4i1YFvd5mODVZtQsruzQg%3D%3D&ppt=None&ppn=None&ssid=vwn3i5zl5s0000001620281264699&qH=45f6477cda3fea9f,3.7,91 Ratings & 13 Reviews,AMD Ryzen 5 Quad Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
24,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/256 GB SSD/DOS) E14 Thin and Light Laptop,"₹37,490",https://www.flipkart.com/lenovo-thinkpad-e14-core-i3-10th-gen-4-gb-256-gb-ssd-dos-thin-light-laptop/p/itm7706ca60755e4?pid=COMFZAMANQM7FZZ3&lid=LSTCOMFZAMANQM7FZZ3T90B1X&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_25&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFZAMANQM7FZZ3.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.4,10 Ratings & 2 Reviews,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAMDOS Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
25,Lenovo IdeaPad Flex 5 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05 Thin and Light Lapt...,"₹51,756",https://www.flipkart.com/lenovo-ideapad-flex-5-core-i3-11th-gen-8-gb-512-gb-ssd-windows-10-home-14itl05-thin-light-laptop/p/itm8a55b442af5aa?pid=COMGY8Y5X3TUEA3F&lid=LSTCOMGY8Y5X3TUEA3FIADZBG&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_26&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMGY8Y5X3TUEA3F.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,NA,NA,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayOffice Home and Student 20191 Year Onsite Warranty
26,Lenovo IdeaPad Flex 5 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 2 in 1 Lapto...,"₹57,990",https://www.flipkart.com/lenovo-ideapad-flex-5-ryzen-hexa-core-4500u-8-gb-512-gb-ssd-windows-10-home-14are05-2-1-laptop/p/itm7962b1dec1cbf?pid=COMFX5N8KP3KAFG9&lid=LSTCOMFX5N8KP3KAFG9WTBLBX&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_27&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFX5N8KP3KAFG9.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.5,118 Ratings & 27 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
27,Lenovo ThinkPad E14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,"₹89,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-thin-light-laptop/p/itmb96556b1f7bee?pid=COMFZAMAHXBE8G8J&lid=LSTCOMFZAMAHXBE8G8JNRRKLE&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_28&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFZAMAHXBE8G8J.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.3,4 Ratings & 1 Reviews,Intel Core i7 Processor (10th Gen)16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
28,Lenovo ThinkPad E15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) E15 Laptop,"₹47,990",https://www.flipkart.com/lenovo-thinkpad-e15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-laptop/p/itmffe63223a0d61?pid=COMGF42GZ2GYRVWK&lid=LSTCOMGF42GZ2GYRVWK68XPCR&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_29&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMGF42GZ2GYRVWK.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.3,3 Ratings & 0 Reviews,Intel Core i3 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD39.62 cm (15.6 inches) DisplayMicrosoft Office Home & Student 20191 Year Onsite Warranty
29,Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"₹28,990",https://www.flipkart.com/lenovo-ideapad-3-ryzen-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-15ada05-laptop/p/itm30a8f3dbe1e0c?pid=COMGY8Y5BH5PYMQN&lid=LSTCOMGY8Y5BH5PYMQNSCYQAJ&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_30&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=en_kS4zqd6125d9ukzPNo6E9Jqg%2F%2FG7v3cem3XoVb1wewsfNWK4IgwY2yHFdcHzaSk11Bg7sJelmUoYbeju8%2BRsvw%3D%3D&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,3.9,35 Ratings & 5 Reviews,AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
30,Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,"₹28,990",https://www.flipkart.com/lenovo-ideapad-3-ryzen-dual-core-3250u-4-gb-1-tb-hdd-windows-10-home-15ada05-laptop/p/itm434f402be1c77?pid=COMFS9YWGFHEFV4C&lid=LSTCOMFS9YWGFHEFV4CIMPKYI&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_31&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFS9YWGFHEFV4C.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,3.7,111 Ratings & 20 Reviews,AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
31,Lenovo IdeaPad 3 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Laptop,"₹44,990",https://www.flipkart.com/lenovo-ideapad-3-ryzen-5-hexa-core-4500u-8-gb-512-gb-ssd-windows-10-home-14are05-laptop/p/itmc2eb740b7d2d4?pid=COMGYKZJEHJHSMQS&lid=LSTCOMGYKZJEHJHSMQSGISKPH&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_32&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMGYKZJEHJHSMQS.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,3.8,8 Ratings & 0 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
32,Lenovo Legion Core i7 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics) Y540-15IRH-PG...,"₹65,990",https://www.flipkart.com/lenovo-legion-core-i7-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-y540-15irh-pg0-laptop/p/itm2a7d71ef5c01a?pid=COMG23RKPEXM66T8&lid=LSTCOMG23RKPEXM66T8XHPTP9&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_33&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMG23RKPEXM66T8.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,NA,NA,Intel Core i7 Processor (9th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office (Trial Only)1 Year Onsite Warranty
33,Lenovo Ideapad 5 Ryzen 7 Octa Core 4700U - (8 GB/512 GB SSD/Windows 10 Home) 14ARE05 Thin and Light La...,"₹57,990",https://www.flipkart.com/lenovo-ideapad-5-ryzen-7-octa-core-4700u-8-gb-512-gb-ssd-windows-10-home-14are05-thin-light-laptop/p/itm74bdb1c4b2516?pid=COMFXVAS6FYXYMHW&lid=LSTCOMFXVAS6FYXYMHWII0UO7&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_34&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=en_kS4zqd6125d9ukzPNo6E9Jqg%2F%2FG7v3cem3XoVb1wewv1%2Bmf9P7lElhJDbxWwI4oUlFkSb4SqK1MbSt2YTQwiRw%3D%3D&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.5,80 Ratings & 15 Reviews,AMD Ryzen 7 Octa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
34,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 15IIL05 Laptop,"₹43,990",https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-15iil05-laptop/p/itmae4654e8f9291?pid=COMFZS9H3SWW5VAG&lid=LSTCOMFZS9H3SWW5VAGQ4GCFS&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_35&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFZS9H3SWW5VAG.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4,658 Ratings & 70 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
35,Lenovo Thinkpad E14 Core i5 10th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home) E14 Thin and Light L...,"₹56,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i5-10th-gen-8-gb-1-tb-hdd-128-gb-ssd-windows-10-home-thin-light-laptop/p/itm2e8e68f152824?pid=COMFVY89MGAK42CT&lid=LSTCOMFVY89MGAK42CTDCYT6Y&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_36&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFVY89MGAK42CT.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.5,8 Ratings & 2 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System1 TB HDD|128 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
36,Lenovo Thinkpad E14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) E14 Thin and Light Laptop,"₹58,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-thin-light-laptop/p/itm39b6c7142c951?pid=COMFVY89SZD4BAS7&lid=LSTCOMFVY89SZD4BAS7GXDGBJ&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFVY89SZD4BAS7.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,5,5 Ratings & 0 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAMWindows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
37,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,"₹64,989",https://www.flipkart.com/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-4600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-ti-60-hz-15arh05-laptop/p/itmb98a6796e5760?pid=COMFYFGHY9ZSQPD4&lid=LSTCOMFYFGHY9ZSQPD4ITDGAH&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFYFGHY9ZSQPD4.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.3,39 Ratings & 9 Reviews,AMD Ryzen 5 Hexa Core Processor8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty
38,Lenovo Ideapad 3 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15IML05 Laptop,"₹48,990",https://www.flipkart.com/lenovo-ideapad-3-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-2-gb-graphics-15iml05-laptop/p/itme6cf03f26ab08?pid=COMFS9YWKSHZG4E2&lid=LSTCOMFS9YWKSHZG4E2NBNM8F&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFS9YWKSHZG4E2.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.1,292 Ratings & 46 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
39,Lenovo Ideapad S145 Ryzen 5 Quad Core 3500U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Laptop,"₹36,990",https://www.flipkart.com/lenovo-ideapad-s145-ryzen-5-quad-core-3500u-4-gb-1-tb-hdd-windows-10-home-s145-15api-laptop/p/itm48ce1baec7934?pid=COMFS9YW2SHFMJ3X&lid=LSTCOMFS9YW2SHFMJ3XTZ03EP&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=en_kS4zqd6125d9ukzPNo6E9Jqg%2F%2FG7v3cem3XoVb1wewtq2vhSOSC7gb2SW6xXaU08%2F4i1YFvd5mODVZtQsruzQg%3D%3D&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,3.7,91 Ratings & 13 Reviews,AMD Ryzen 5 Quad Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
40,Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) E14 Laptop,"₹39,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i3-10th-gen-4-gb-256-gb-ssd-windows-10-home-laptop/p/itm61a20a0cb691a?pid=COMFPUFMFZQCW6ZZ&lid=LSTCOMFPUFMFZQCW6ZZVP4ZL7&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFPUFMFZQCW6ZZ.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.5,12 Ratings & 1 Reviews,Intel Core i3 Processor (10th Gen)4 GB DDR4 RAM64 bit Windows 10 Operating System256 GB SSD35.56 cm (14 inch) Display1 Year Onsite Warranty
41,Lenovo Ideapad S340 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) S340-14IILD Thi...,"₹56,990",https://www.flipkart.com/lenovo-ideapad-s340-core-i5-10th-gen-8-gb-512-gb-ssd-windows-10-home-2-graphics-s340-14iild-thin-light-laptop/p/itm7f57b1253a4da?pid=COMFTPG2MTHFE3H3&lid=LSTCOMFTPG2MTHFE3H37KWGOI&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFTPG2MTHFE3H3.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.6,5 Ratings & 0 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
42,Lenovo ThinkPad E14 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) E14 Thin and Light L...,"₹59,990",https://www.flipkart.com/lenovo-thinkpad-e14-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm8fc61f6f6be46?pid=COMFXDKSHBZZJTE2&lid=LSTCOMFXDKSHBZZJTE2HCNF7O&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFXDKSHBZZJTE2.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.4,24 Ratings & 3 Reviews,Intel Core i5 Processor (10th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD|256 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
43,Lenovo Yoga 6 Ryzen 7 Octa Core 4700U - (16 GB/512 GB SSD/Windows 10 Home) 13ARE05 2 in 1 Laptop,"₹78,990",https://www.flipkart.com/lenovo-yoga-6-ryzen-7-octa-core-4700u-16-gb-512-gb-ssd-windows-10-home-13are05-2-1-laptop/p/itm941e3a7091672?pid=COMGYZQTEEDZ9J3R&lid=LSTCOMGYZQTEEDZ9J3REQLRNW&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMGYZQTEEDZ9J3R.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4.7,6 Ratings & 1 Reviews,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD33.78 cm (13.3 inches) Touchscreen DisplayMicrosoft Office Home and Student 20191 Year Onsite Warranty
44,Lenovo Ideapad S145 Ryzen 3 Dual Core 3200U - (4 GB/1 TB HDD/Windows 10 Home) S145-15API Thin and Ligh...,"₹27,990",https://www.flipkart.com/lenovo-ideapad-s145-ryzen-3-dual-core-3200u-4-gb-1-tb-hdd-windows-10-home-s145-15api-thin-light-laptop/p/itm3028b196c8fe1?pid=COMFJM3T7ZF2Z86F&lid=LSTCOMFJM3T7ZF2Z86FUWBWK9&marketplace=FLIPKART&q=lenovo_laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&otracker1=AS_QueryStore_OrganicAutoSuggest_1_6_na_na_ps&fm=organic&iid=4001f930-51d3-4514-b0ec-320655ead100.COMFJM3T7ZF2Z86F.SEARCH&ppt=None&ppn=None&ssid=vntb3yqiw00000001620281266184&qH=45f6477cda3fea9f,4,"4,628 Ratings & 675 Reviews","AMD Ryzen 3 Dual Core Processor4 GB DDR4 RAM64 bit Windows 10 Operating System1 TB HDD39.62 cm (15.6 inch) DisplayLenovo App Explorer, Lenovo Companion 3.0, Lenovo Vantage, Microsoft Office Home and Student 20191 Year Onsite Warranty"
